"number","study.ID","effect..","coder","Full.citation","In.text.Citation","Year","Type","Phylum","Bivalve..Gastropod","Taxon","Tax.level","Aggregate.Trait","Author.s.Trait","Trait.category","Start.stage","End.stage","Aggregate.Age..Event","Age..Event","Location","Data.source","Odds.Ratio","Var.Odds.Ratio","Log.odds.ratio","Var.Lnor","X..Ext","X..Surv","Total...Ext","Total...Surv","N","X.","per.capita.extinction","N.1","Total.per.capita.extinction","notes","x.square","n","df","p..sur.extinct.","X..group.a.extinct","X..group.b.extinct","p..before.after.","coefficient","d.f.","p","Note","X","Test.type","Trait.Type.Species.Total","Mean.Duration..my.","p.1","z","Parametric.Non","Test","n.1","p.2","test.stat","df.1","startTime.Ma","endTime.Ma","Volcanism","Flood_basalt","Bollide","OA","BC.extinction.rate","del.18O","del.13C","X87Sr.86Sr","del.34S","sea_level","d18OresidualMean","d18OresidualMeanWeighted","d18OresidualSD","Dd18O.first.differences.Mean","Dd18O.first.differences.SD","Dd18O.first.differences.ABSMean","Dd18O.first.differences.ABSMeanWeighted","d18O.meanObserved","d18O.meanObservedWeighted","d18O.meanObservedSD","d18O.CV","BC.extinction.rate.PBDB","lnor","vlnor"
NA,"Jablonski1995SEC","10","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Body Size","Geometric Mean (cm)","10","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,10,3,160,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,-16.674214838416,6.69385146411774
NA,"Jablonski1995SEC","11","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Body Size","Geometric Mean (cm)","11","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,4,2,160,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,-16.7896723646724,31.4239138176638
NA,"Jablonski1995SEC","12","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Body Size","Geometric Mean (cm)","12","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,0,1,160,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,653.435897435897,1131.2608974359
NA,"Jablonski1995SEC","13","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Body Size","Geometric Mean (cm)","13","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,2,1,160,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,-33.5793447293447,125.695655270655
NA,"Jablonski1995SEC","14","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Body Size","Geometric Mean (cm)","14","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,1,1,160,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,43.9027243589744,282.815224358974
NA,"Jablonski1995SEC","15","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Body Size","Geometric Mean (cm)","15","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,0,0,160,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,NA,Inf
NA,"Jablonski1995SEC","16","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Body Size","Geometric Mean (cm)","16","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,2,2,160,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,21.9513621794872,70.7038060897436
NA,"Jablonski1995SEC","17","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Body Size","Geometric Mean (cm)","17","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,1,2,160,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,92.1163105413105,125.695655270655
NA,"Jablonski1995SEC","18","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Body Size","Geometric Mean (cm)","18","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,1,2,160,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,92.1163105413105,125.695655270655
NA,"Jablonski1995SEC","19","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Body Size","Geometric Mean (cm)","19","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,0,0,160,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,NA,Inf
NA,"Jablonski1995SEC","20","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Body Size","Geometric Mean (cm)",">20","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,1,1,160,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,43.9027243589744,282.815224358974
NA,"Lockwood 2005 Paleobiology","1","EO","Lockwood, Rowan, 2005, Body size, extincttion events, and the early Cenozoic record of veneroid bivalves: a new role for recoveries?: Paleobiology, v. 31, p., 578-590.","Lockwood 2005",2005,"PR","Bivalvia","Bivalve","Veneroid","subgenera","Body Size","Veneroid Size",NA,"Maastrichtian","Maastrichtian","K/T","K/T","North America and Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parametric","t",101,0.73,0.35,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,NA,NA
NA,"Lockwood 2005 Paleobiology","2","EO","Lockwood, Rowan, 2005, Body size, extincttion events, and the early Cenozoic record of veneroid bivalves: a new role for recoveries?: Paleobiology, v. 31, p., 578-590.","Lockwood 2005",2005,"PR","Bivalvia","Bivalve","Veneroid","subgenera","Body Size","Veneroid Size",NA,"Lutetian","Bartonian","Ecocene","mid-Eocene","North America and Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parametric","t",101,0.51,-0.66,NA,48.6,37.2,1,0,0,0,0.0595,-0.756495,2.71905,0.70776,22.283,59.59,-0.0474035775,-0.148580585175439,0.326235843917245,0.6449832215,0.107722155304723,0.6449832215,0.678391584,1.1005939225,0.975854414824561,0.402210932021834,0.365448985133601,0.0285,NA,NA
NA,"Lockwood 2005 Paleobiology","3","EO","Lockwood, Rowan, 2005, Body size, extincttion events, and the early Cenozoic record of veneroid bivalves: a new role for recoveries?: Paleobiology, v. 31, p., 578-590.","Lockwood 2005",2005,"PR","Bivalvia","Bivalve","Veneroid","subgenera","Body Size","Veneroid Size",NA,"Priabonian","Priabonian","E/O","E/O","North America and Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parametric","t",101,0.29,-1.08,NA,37.2,33.9,0,0,1,0,0.163,-0.26606,1.7012,0.70778,22.069,60.744,0.500995595,0.500995595,0,0.380863095,0,0.380863095,0.380863095,1.765863095,1.765863095,0,0,0.076,NA,NA
NA,"McClure 1995 NSE",NA,"EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","genera","Body Size","Size",NA,"Maastrichtian","Maastrichtian","K/T","K/T","global","jablonaki 1979/ pub. Sources",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,2,"0.782",NA,NA,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,NA,NA
NA,"Petuch 1995 MDL","4","EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Body Size","Diet & Body Size","Generalcarnivores,small","Piacenzian","Gelasian","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",NA,NA,NA,NA,2,5,35,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,1.8,0,0,0,0,NA,NA,NA,NA,NA,NA,1.405551702,1.405551702,0,0.409132576,0,0.409132576,0.409132576,3.271734202,3.271734202,0,0,0.008,8.29138321995465,5.71541950113379
NA,"Petuch 1995 MDL","5","EO","Petuch, Edward J. 1995. Molluscan diversity in the late neogene of florida: evidence for a two-staged mass extinction. Science 270: 275-277.","Petuch 1995",1995,"PR","Mollusca","Gastropod","gastropod","genera","Body Size","Diet & Body Size","Generalcarnivores,large","Piacenzian","Gelasian","Pliocene-Recent","Plio-Pleistocene","Southern Florida","upper Neogene molluscan fossil beds of southern florida",NA,NA,NA,NA,9,5,35,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,1.8,0,0,0,0,NA,NA,NA,NA,NA,NA,1.405551702,1.405551702,0,0.409132576,0,0.409132576,0.409132576,3.271734202,3.271734202,0,0,0.008,-2.99858276643991,1.42885487528345
NA,"Rivadeneira2007SEL","1","EO","Rivadeneira, Marcelo M. and Pablo A. Marquet. 2007. Selective extinction of late Neogene bivalves on the temperate Pacific coast of South America","Rivadeneira and Marquet 2007",2007,"PR","Mollusca","Bivalve","bivalve","species","Body Size","Body Size ","other","Serravallian","Calabrian","Late Neogene","Late Neogene","pacific coast South America","Rivandera/Marq database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Body Size (phylogenetically corrected)",NA,NA,NA,NA,NA,NA,NA,6.702,57,0.008,"larger species are less extinction prone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,0.01,0,0,0,0,NA,-0.98729,2.31775,0.708925,22.014,45.1345,1.263080581,0.871663145,1.10709569308101,0.4473922865,0.343546363807127,0.4473922865,0.32593030475,3.056690581,2.604010645,1.28037220981077,0.418875308403605,NA,NA,NA
NA,"Vermeij 1986 EDT","1","EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Aperature Size","BroadAperature","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Caloosahatchian",NA,NA,NA,NA,NA,32,42,56,81,NA,NA,NA,NA,NA,"the analysis in paper (Table 2) includes a distinction b/w soft and hard bottom (possibly assoc. with larval types that I decided not to include in the excel sheet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.7257335775,1.62303373064151,0.452805550758154,0.549724413,0.198826882644347,0.549724413,0.504628918113208,3.6168923275,3.50618123064151,0.488127302245375,0.134957653711182,NA,-0.180025585430991,0.102764605016857
NA,"Vermeij 1986 EDT","2","EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Aperature Size","NarrowAperature","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Caloosahatchian",NA,NA,NA,NA,NA,24,39,56,81,NA,NA,NA,NA,NA,"the analysis in paper (Table 2) includes a distinction b/w soft and hard bottom (possibly assoc. with larval types that I decided not to include in the excel sheet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.7257335775,1.62303373064151,0.452805550758154,0.549724413,0.198826882644347,0.549724413,0.504628918113208,3.6168923275,3.50618123064151,0.488127302245375,0.134957653711182,NA,0.248379971232075,0.141783566911643
NA,"Vermeij 1986 EDT","1","EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Aperature Size","BroadAperature","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Atlantic Gatunian",NA,NA,NA,NA,NA,28,49,61,120,NA,NA,NA,NA,NA,"the analysis in paper (Table 2) includes a distinction b/w soft and hard bottom (possibly assoc. with larval types that I decided not to include in the excel sheet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.7257335775,1.62303373064151,0.452805550758154,0.549724413,0.198826882644347,0.549724413,0.504628918113208,3.6168923275,3.50618123064151,0.488127302245375,0.134957653711182,NA,-0.278504654808678,0.135874238599382
NA,"Vermeij 1986 EDT","2","EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Aperature Size","NarrowAperature","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Atlantic Gatunian",NA,NA,NA,NA,NA,33,71,61,120,NA,NA,NA,NA,NA,"the analysis in paper (Table 2) includes a distinction b/w soft and hard bottom (possibly assoc. with larval types that I decided not to include in the excel sheet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.7257335775,1.62303373064151,0.452805550758154,0.549724413,0.198826882644347,0.549724413,0.504628918113208,3.6168923275,3.50618123064151,0.488127302245375,0.134957653711182,NA,0.152667723591037,0.0744820969541178
NA,"Vermeij 1986 EDT","1","EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Aperature Size","BroadAperature","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Pacific Gatunian",NA,NA,NA,NA,NA,13,53,24,117,NA,NA,NA,NA,NA,"the analysis in paper (Table 2) includes a distinction b/w soft and hard bottom (possibly assoc. with larval types that I decided not to include in the excel sheet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.7257335775,1.62303373064151,0.452805550758154,0.549724413,0.198826882644347,0.549724413,0.504628918113208,3.6168923275,3.50618123064151,0.488127302245375,0.134957653711182,NA,-0.401847731393187,0.227552329825057
NA,"Vermeij 1986 EDT","2","EO","Vermeij, Geerat J., and Edward Petuch. 1986. Differential extinction in tropical american molluscs: edemism, architecture, and the panama land bridge. Malacologia. 27: 29-41.","Vermeij and Petuch 1986",1986,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Aperature Size","NarrowAperature","Gelasian","Recent","Pliocene-Recent","post-Pliocene","Pacific Gatunian",NA,NA,NA,NA,NA,11,64,24,117,NA,NA,NA,NA,NA,"the analysis in paper (Table 2) includes a distinction b/w soft and hard bottom (possibly assoc. with larval types that I decided not to include in the excel sheet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.7257335775,1.62303373064151,0.452805550758154,0.549724413,0.198826882644347,0.549724413,0.504628918113208,3.6168923275,3.50618123064151,0.488127302245375,0.134957653711182,NA,0.311190883190884,0.176216524216524
NA,"Jablonski1995SEC","1","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Env Distribution","Env Distribution","Nearshore-middleshelf","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,32,30,146,124,NA,NA,NA,NA,NA,"For the following 4 effect sizes an important figure is in MetaFigure Document explaining the shelf distributions/ bathymetric data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,0.429987014557582,0.281787606627542
NA,"Jablonski1995SEC","2","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Env Distribution","Env Distribution","Inner-outershelf","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,20,10,146,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,-4.54673000441891,1.2035461776403
NA,"Jablonski1995SEC","3","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Env Distribution","Env Distribution","Inner-middleshelf","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,64,63,146,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,0.313901518213996,0.0671580110283508
NA,"Jablonski1995SEC","4","EO","Jablonski, David and David M. Raup.  1995. Selectivity of End-Cretaceous Marine Bivalve Extinctions.  Science 268: 389-391.","Jablonski and Raup 1995",1995,"PR","Mollusca","Bivalve","bivalve","genera","Env Distribution","Env Distribution","Entireshelf","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,30,21,146,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,-1.00873920309721,0.416451964581419
NA,"McClure 1995 NSE","6","EO","McClure, M. and A. J. Bohonak. 1995. Non-selectivity in extinction of bivalves in the Late Cretaceous of the Atlantic Coastal Plain of North America. Journal of Evolutionary Biology 8: 779-794.","McClure and Bohank",1995,"PR","Mollusca","Bivalve","bivalve","genera","Env Distribution","Depth","other","Maastrichtian","Maastrichtian","K/T","K/T","global",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"contigency table in which 50%/more of the cells contian less than five entires (author's note)",NA,38,3,"0.734",NA,NA,0.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,NA,NA
NA,"Rode 2004 UGU","1","EO","Rode, A.L. and B.S. Lieberman. 2004. Using GIS to unlock the interactions between biogeography, environment, and evolution in Middle and Late Devonian brachiopods and bivalves. Paleogeography, Paleoclimatology, Paleoecology. 211: 345-359.","Rode and Lieberman 2004",2004,"PR","Mollusca ","Bivalve","bivalve","species","Env Distribution","Env Distribution","Nearshore&InnerPlatform","Frasnian","Frasnian","Late Devonian","Frasnian","Laurentia","Field work & Museum collections (refer to Notes)",NA,NA,NA,NA,12,3,32,4,NA,NA,NA,NA,NA,"Data in excel sheet emailed by author; Museums: American Museum of Natural History, Carnegie Museum of Natural Hist, Museum of Comparative Zoology, Peabody Museum of Natural Hist, Royal Belgium Inst. Of Nat. Sci, U of Iowa Museum of Paleo, U of Michigan M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.7,376.1,1,1,0,0,0.12,-5.9852,0.82236,0.70811,22.031,76.681,0.600884565,0.600884565,0,-0.953797101,0,0.953797101,0.953797101,-4.627130435,-4.627130435,0,0,0.086,2.1,1.575
